,epsilon,precision,generalization,simplicity,log_fitness,f_score
0,0.01,0.0,0.21113295255922693,0.6098765432098765,1.0,0.0
1,0.01,0.10569611234179266,0.6871272664769876,0.6116504854368933,1.0,0.1911847408379417
2,0.01,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
3,0.01,0.10569611234179266,0.6871272664769876,0.6116504854368933,1.0,0.1911847408379417
4,0.01,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
5,0.01,0.10569611234179266,0.6871272664769876,0.6116504854368933,1.0,0.1911847408379417
6,0.01,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
7,0.01,0.10569611234179266,0.6871272664769876,0.6116504854368933,1.0,0.1911847408379417
8,0.01,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
9,0.01,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
10,0.1,0.10967386138436297,0.7016031538771839,0.5555555555555556,0.9998833411105926,0.19766636043083216
11,0.1,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
12,0.1,0.10569611234179266,0.6882932434537286,0.6116504854368933,1.0,0.1911847408379417
13,0.1,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
14,0.1,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
15,0.1,0.10579192640561641,0.6809536311841231,0.6133651551312649,0.9999797875673326,0.19134110007812186
16,0.1,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
17,0.1,0.1057907614099095,0.6810384759222605,0.6133651551312649,1.0,0.19133956459361942
18,0.1,0.10569611234179266,0.6879608181027755,0.6098765432098765,1.0,0.1911847408379417
19,0.1,0.10569611234179266,0.6871272664769876,0.6116504854368933,1.0,0.1911847408379417
20,1.0,0.6744798301486199,0.9522047564757032,0.7142857142857143,0.8761817627325404,0.7622126313312936
21,1.0,0.6744798301486199,0.9522047564757032,0.7142857142857143,0.8761817627325404,0.7622126313312936
22,1.0,0.5448884276076804,0.7676027869426647,0.6923076923076922,0.9900840104668779,0.702925090094157
23,1.0,0.5911762763357771,0.9361425166741035,0.6842105263157894,0.9920296825614952,0.7408567539244854
24,1.0,0.6744798301486199,0.9522047564757032,0.7142857142857143,0.8761817627325404,0.7622126313312936
25,1.0,0.6744798301486199,0.9522047564757032,0.7142857142857143,0.8761817627325404,0.7622126313312936
26,1.0,0.6744798301486199,0.9522047564757032,0.7142857142857143,0.8761817627325404,0.7622126313312936
27,1.0,0.6744798301486199,0.9522047564757032,0.7142857142857143,0.8761817627325404,0.7622126313312936
28,1.0,0.6071349106281985,0.9420379038866971,0.6666666666666666,0.8762271025199878,0.7172734084640916
29,1.0,0.6744798301486199,0.9522047564757032,0.7142857142857143,0.8761817627325404,0.7622126313312936
