,epsilon,precision,generalization,simplicity,log_fitness,f_score
0,0.01,0.3505434597817094,0.7911531189089436,0.627906976744186,1.0,0.5191146678661764
1,0.01,0.3505434597817094,0.7911531189089436,0.627906976744186,1.0,0.5191146678661764
2,0.01,0.3505434597817094,0.7977955220207704,0.6242424242424242,1.0,0.5191146678661764
3,0.01,0.3505434597817094,0.7977955220207704,0.6242424242424242,1.0,0.5191146678661764
4,0.01,0.3505434597817094,0.7977955220207704,0.6242424242424242,1.0,0.5191146678661764
5,0.01,0.3505434597817094,0.7977955220207704,0.6242424242424242,1.0,0.5191146678661764
6,0.01,0.3505434597817094,0.7977955220207704,0.6242424242424242,1.0,0.5191146678661764
7,0.01,0.3505434597817094,0.7911531189089436,0.627906976744186,1.0,0.5191146678661764
8,0.01,0.3505434597817094,0.7977955220207704,0.6242424242424242,1.0,0.5191146678661764
9,0.01,0.3505434597817094,0.7911531189089436,0.627906976744186,1.0,0.5191146678661764
10,0.1,0.4353357288350984,0.9851988008415365,0.5319148936170213,1.0,0.6065977737325773
11,0.1,0.43163347486860115,0.947652613550536,0.6000000000000001,0.9999535187110429,0.6029859364803177
12,0.1,0.3505434597817094,0.833296973794693,0.6305732484076432,1.0,0.5191146678661764
13,0.1,0.4353357288350984,0.9893244137829031,0.5319148936170213,1.0,0.6065977737325773
14,0.1,0.4225592261660792,0.9901158748197396,0.5319148936170213,1.0,0.5940831402920398
15,0.1,0.35626305485931464,0.8177926817148361,0.6242424242424242,0.9998948815641948,0.5253453089449138
16,0.1,0.4719496685859704,0.9904377419134357,0.5510204081632653,0.9999978883730654,0.6412574548231309
17,0.1,0.41835719374799507,0.9224927946420295,0.6000000000000001,0.9638340606685444,0.5834603736228097
18,0.1,0.3505434597817094,0.8722573565301511,0.5652173913043479,1.0,0.5191146678661764
19,0.1,0.3500382353802549,0.7772724755716743,0.64,0.9998163741181002,0.518535784280716
20,1.0,0.8758452343622809,0.9915997624330303,0.641025641025641,0.999482052557407,0.9335880714463521
21,1.0,0.8758452343622809,0.9915997624330303,0.641025641025641,0.999482052557407,0.9335880714463521
22,1.0,0.8755780144145124,0.9915997624330303,0.641025641025641,0.999482052557407,0.9334362417886866
23,1.0,0.8755780144145124,0.9915997624330303,0.641025641025641,0.999482052557407,0.9334362417886866
24,1.0,0.8755780144145124,0.9915997624330303,0.641025641025641,0.999482052557407,0.9334362417886866
25,1.0,0.8755780144145124,0.9915997624330303,0.641025641025641,0.999482052557407,0.9334362417886866
26,1.0,0.8755780144145124,0.9915997624330303,0.641025641025641,0.999482052557407,0.9334362417886866
27,1.0,0.8755780144145124,0.9915997624330303,0.641025641025641,0.999482052557407,0.9334362417886866
28,1.0,0.8697615513232914,0.9916037581421309,0.6666666666666666,0.9992788851077621,0.9300326909732939
29,1.0,0.8755780144145124,0.9915997624330303,0.641025641025641,0.999482052557407,0.9334362417886866
